date,strategy,total_assets,asset_1_symbol,asset_1_weight,asset_1_score,asset_2_symbol,asset_2_weight,asset_2_score,asset_3_symbol,asset_3_weight,asset_3_score,asset_4_symbol,asset_4_weight,asset_4_score
2020-05-06,Custom_Risk_8_positive,4,BTC,0.3566489441205195,0.7393131626586347,GNO,0.3035496508120007,0.6292413199740431,ETH,0.2408733077300749,0.49931679281178754,BNB,0.0989280973374047,-0.20507237081179386
2020-05-13,Custom_Risk_8_positive,4,BTC,0.5163718051605909,0.9037343023558666,GNO,0.3940867044446606,0.6897155680261355,ETH,0.013266407251339245,-0.023218361618967995,ETC,0.07627508314340925,-0.1334937507486622
2020-05-20,Custom_Risk_8_positive,4,BTC,0.6256248693226566,1.3600846451593365,GNO,0.18975509634342314,0.4125203545006743,ETH,0.015193517892324926,-0.033030129402748194,DCR,0.16942651644159526,-0.3683267958074194
2020-05-27,Custom_Risk_8_positive,4,BTC,0.648464485269483,1.3719673058038888,GNO,0.19729848350517246,0.41742774662716464,ETH,0.053209372452334265,0.11257597142981146,BNB,0.10102765877301026,-0.2137459305283012
2020-06-03,Custom_Risk_8_positive,4,GNO,0.45896880967509895,0.8598875986932284,BTC,0.42287467333162165,0.792264484501069,ETH,0.03688358336096643,-0.06910215957793363,ETC,0.08127293363231308,-0.15226652937334756
2020-06-10,Custom_Risk_8_positive,4,BTC,0.38798710225181987,0.5699823951125191,GNO,0.3266354824981886,0.47985222591810417,ETH,0.2691159518816085,0.39535168547151145,DCR,0.016261463368383054,-0.02388931947724814
2020-06-17,Custom_Risk_8_positive,4,GNO,0.5638694487070198,0.8985117762201578,BTC,0.30459564717832655,0.48536549834841136,ETH,0.10744166048488656,0.1712055821142358,DCR,0.02409324362976707,-0.03839197739534759
2020-06-24,Custom_Risk_8_positive,4,GNO,0.37567020403258755,0.753811729029108,BTC,0.32792058610746677,0.6579983755551331,ETH,0.1505894040414706,0.3021694502663217,DCR,0.14581980581847503,-0.29259887734183565
2020-07-01,Custom_Risk_8_positive,4,BTC,0.44910624291430207,0.7366367099595414,ETH,0.2425320498591424,0.39780789977144326,GNO,0.22009076587276266,0.36099907365555034,DCR,0.08827094135379292,-0.1447844844060593
2020-07-08,Custom_Risk_8_positive,4,BTC,0.4509949344817555,1.0175505413732175,ETH,0.2699399824935095,0.6090480276462157,GNO,0.18344389902144825,0.41389253955897765,BNB,0.09562118400328672,-0.21574385898835097
2020-07-15,Custom_Risk_8_positive,4,BTC,0.5210190230926911,0.6813712516928953,ETH,0.4568525135997127,0.5974564367779386,BNB,0.016764182260124338,0.02192363684225139,ETC,0.005364281047472014,-0.007015227332876545
2020-07-22,Custom_Risk_8_positive,4,BTC,0.3980480706228684,0.5678007135147749,BNB,0.3052040325364592,0.4353621590744424,ETH,0.18121707499631295,0.2584993926059128,DCR,0.11553082184435934,-0.16480040456803774
2020-07-29,Custom_Risk_8_positive,4,GNO,0.36446298815853334,0.5370375219517591,ETH,0.3176801019709791,0.4681027711424757,BTC,0.2807390034089292,0.4136699297442991,BNB,0.0371179064615584,0.05469336847307466
2020-08-05,Custom_Risk_8_positive,4,ETH,0.4696533903818849,0.955585816370857,BTC,0.40593476160324743,0.825939955941837,BCH,0.021525688188979195,0.04379749564734239,BNB,0.10288615982588842,-0.20933853996144014
2020-08-12,Custom_Risk_8_positive,4,ETH,0.5381547199601834,1.2187058636984922,BTC,0.3155230093329412,0.7145338084822517,BNB,0.05527992651351972,0.1251869919339047,BCH,0.09104234419335566,-0.20617460852430708
2020-08-19,Custom_Risk_8_positive,4,ETH,0.5458464596444832,1.2682391843030136,BTC,0.3206506516022071,0.7450111906910177,BNB,0.0464039638064254,-0.10781662895572894,BCH,0.08709892494688423,-0.2023687569582321
2020-08-26,Custom_Risk_8_positive,4,ETH,0.35412114881148954,0.7993310742291775,BTC,0.2801769392632853,0.6324223633273681,GNO,0.24139468969981426,0.5448821039877725,BNB,0.12430722222541093,-0.2805893570868789
2020-09-02,Custom_Risk_8_positive,4,ETH,0.46299542999800847,0.765667853171757,BTC,0.2823778314287944,0.46697572797708026,GNO,0.20481533560215867,0.3387085663196121,DCR,0.04981140297103848,-0.08237444152844525
2020-09-09,Custom_Risk_8_positive,4,GNO,0.3683193324259559,0.7409829566327631,BTC,0.2597872439495056,0.5226386539345715,ETH,0.25427846944254406,0.5115561294450047,BNB,0.11761495418199458,-0.23661716565345214
2020-09-16,Custom_Risk_8_positive,4,GNO,0.5417494587439172,0.8801920045816113,BTC,0.36780068550551803,0.5975736891591821,ETH,0.08685862746310741,0.1411210813190652,BNB,0.0035912282874571403,0.005834745885258494
2020-09-23,Custom_Risk_8_positive,4,BTC,0.40050970340437364,0.6996297126437502,GNO,0.27509610812734564,0.48055118126370744,BNB,0.266687211224842,0.4658621136242908,ETH,0.05770697724343856,0.10080533770639591
2020-09-30,Custom_Risk_8_positive,4,BTC,0.618984226093189,1.1619498560677186,BNB,0.15078821072249854,0.28305784276857826,ETH,0.09215128654725416,0.1729853033830247,BCH,0.13807627663705843,-0.2591951507026649
2020-10-07,Custom_Risk_8_positive,4,BTC,0.39502593389794255,0.7966587562547812,BNB,0.3310941324069196,0.6677258809916485,ETH,0.1808365304882437,0.36469758844090006,ETC,0.0930434032068941,-0.1876429761081629
